,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
9960,False,"[35, 80, 18]",485504,en,El Camino Christmas,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",10.803,2017-12-08,El Camino Christmas,False,5.6,286
9961,False,[35],369776,fr,Les Tuche 2 : Le Rêve américain,"Les Tuche, a modest french family, change his life after winning a super lottery. Thanks to the money of his parents, the son, Donald (aka ""coin-coin) goes to Los Angeles to improve his english. On the L.A. University, he meets Jennifer, daughter of a famous American financier.",9.337,2016-02-03,The Tuche Family: The American Dream,False,5.6,900
9962,False,"[35, 10751, 16, 12]",41515,en,Yogi Bear,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",22.031,2010-12-17,Yogi Bear,False,5.6,784
9963,False,"[80, 53, 18]",6071,en,Kiss of Death,"Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.",10.821,1995-04-21,Kiss of Death,False,5.6,270
9964,False,"[18, 10749]",1950,en,Lucky You,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,12.695,2007-05-01,Lucky You,False,5.6,234
9965,False,[35],18480,en,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,15.479,2009-07-08,Brüno,False,5.6,1513
9966,False,[35],13260,en,Semi-Pro,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",13.354,2008-02-28,Semi-Pro,False,5.6,688
9967,False,"[10751, 14, 27]",735595,de,Das schaurige Haus,"When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home.",11.467,2020-10-30,The Scary House,False,5.6,209
9968,False,"[28, 878, 27, 10770]",523931,en,Megalodon,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",63.199,2018-08-10,Megalodon,False,5.6,246
9969,False,"[18, 53, 9648]",345918,en,Come and Find Me,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be.",11.502,2016-11-11,Come and Find Me,False,5.6,240
9970,False,"[10749, 18]",86835,en,Knight of Cups,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.",15.768,2015-02-08,Knight of Cups,False,5.6,576
9971,False,"[28, 12, 14, 10752]",9703,en,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",15.977,2007-04-19,The Last Legion,False,5.6,727
9972,False,"[53, 80]",533992,es,Cuando los ángeles duermen,"Germán, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. From that moment, Germán will have to do everything in his power to prevent his life from being destroyed forever.",10.422,2018-09-07,When Angels Sleep,False,5.6,233
9973,False,[35],252680,en,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",11.914,2014-03-25,Moms' Night Out,False,5.6,268
9974,False,"[35, 10749]",9051,en,10,A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.,18.735,1979-10-05,10,False,5.6,209
9975,False,"[12, 28]",1534,en,Pathfinder,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",17.407,2007-01-11,Pathfinder,False,5.6,601
9976,False,"[35, 10749]",49012,en,Arthur,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,18.584,2011-04-08,Arthur,False,5.6,669
9977,False,"[878, 28, 53]",929,en,Godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",32.876,1998-05-20,Godzilla,False,5.6,3469
9978,False,[18],653601,en,Horse Girl,"A socially awkward woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",14.547,2020-01-27,Horse Girl,False,5.6,482
9979,False,"[12, 35]",14361,en,Captain Ron,"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble.",10.252,1992-09-18,Captain Ron,False,5.6,253
9980,False,"[28, 53, 27]",10375,en,D-Tox,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,13.562,2002-01-04,D-Tox,False,5.6,574
9981,False,"[35, 18, 878]",744594,en,White Noise,"Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",19.124,2022-11-25,White Noise,False,5.6,482
9982,False,"[27, 878, 28, 53]",384521,en,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",24.381,2018-02-04,The Cloverfield Paradox,False,5.6,2936
9983,False,"[878, 12, 28, 53]",72559,en,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",43.394,2013-03-27,G.I. Joe: Retaliation,False,5.6,5132
9984,False,"[16, 10751, 35]",50135,de,Konferenz der Tiere,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",11.637,2010-10-07,Animals United,False,5.6,279
9985,False,[35],441384,en,The Beach Bum,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",12.981,2019-03-21,The Beach Bum,False,5.6,420
9986,False,"[12, 28, 878, 53]",28510,en,Universal Soldier: Regeneration,"When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",27.355,2009-10-01,Universal Soldier: Regeneration,False,5.6,386
